84126,420632.5,4508783.7
84725,260033.9,4161890.8
84338,421951.4,4640774.8
84065,420231.1,4486152.5
84171,430239.6,4497590.0
84765,264218.9,4112863.4
84199,420632.5,4508783.7
84068,456647.5,4501572.5
84667,445109.4,4371311.8
84624,364871.0,4356889.5
84030,600588.3,4461901.0
84244,416017.4,4566323.8
84109,431632.0,4505620.3
84716,463072.4,4195533.2
84059,440462.4,4461001.0
84003,432148.9,4470023.5
84184,427325.0,4497363.8
84620,418757.8,4308374.7
84728,237043.6,4315093.0
84526,512466.9,4393136.7
84640,381865.1,4375251.3
84122,417419.8,4514401.3
84165,424479.9,4506057.5
84139,425273.4,4513282.3
84415,420248.0,4559102.5
84718,406871.0,4158105.3
84512,627990.5,4127442.4
84537,495351.6,4341713.5
84518,512237.7,4355468.5
84147,425033.1,4513653.0
84157,424923.8,4501725.8
84511,634308.9,4165476.0
84036,476163.6,4499349.0
84745,298348.7,4119755.5
84314,409994.0,4609934.3
84114,420632.5,4508783.7
84642,445059.9,4346655.3
84056,417595.5,4551411.0
84776,404481.4,4164688.9
84741,364078.5,4101217.6
84141,424790.4,4512812.0
84170,415829.0,4505580.0
84632,445018.2,4386874.8
84092,429423.2,4492785.2
84333,432950.5,4641475.0
84540,611523.0,4314304.8
84339,422301.3,4610097.3
84152,427413.3,4508911.0
84535,645766.0,4192670.8
84628,404317.5,4423376.7
84713,356361.1,4237466.8
84743,395953.7,4229571.5
84022,351646.9,4454096.2
84034,245385.6,4436000.7
84336,358080.6,4647361.5
84089,413897.1,4552075.0
84031,520589.4,4472099.0
84153,420625.3,4508787.3
84764,396872.7,4165145.0
84302,415076.6,4595850.0
84756,275194.5,4172324.1
84719,337071.4,4173321.25
84754,402657.2,4275600.05
84096,420231.1,4486152.45
