OBJECTID,Zip9,NewPOD,NewMTS,ChangeDate,Description,Zip9_1,Zip5,RecType,Name
308,840928101,18003,18003,1/1/2006 0:28:31,Alta,840928101,84092,P,PO BOX
309,840928102,18003,18003,1/1/2006 0:28:31,Alta,840928102,84092,P,PO BOX
310,840928103,18003,18003,1/1/2006 0:28:31,Alta,840928103,84092,P,PO BOX
311,840928104,18003,18003,1/1/2006 0:28:31,Alta,840928104,84092,P,PO BOX
312,840928105,18003,18003,1/1/2006 0:28:31,Alta,840928105,84092,P,PO BOX
313,840928106,18003,18003,1/1/2006 0:28:31,Alta,840928106,84092,P,PO BOX
314,840928107,18003,18003,1/1/2006 0:28:31,Alta,840928107,84092,P,PO BOX
315,840928108,18003,18003,1/1/2006 0:28:31,Alta,840928108,84092,P,PO BOX
316,840928109,18003,18003,1/1/2006 0:28:31,Alta,840928109,84092,P,PO BOX
317,840928110,18003,18003,1/1/2006 0:28:31,Alta,840928110,84092,P,PO BOX
318,840928111,18003,18003,1/1/2006 0:28:31,Alta,840928111,84092,P,PO BOX
319,840928112,18003,18003,1/1/2006 0:28:31,Alta,840928112,84092,P,PO BOX
320,840928113,18003,18003,1/1/2006 0:28:31,Alta,840928113,84092,P,PO BOX
321,840928114,18003,18003,1/1/2006 0:28:31,Alta,840928114,84092,P,PO BOX
322,840928115,18003,18003,1/1/2006 0:28:31,Alta,840928115,84092,P,PO BOX
323,840928116,18003,18003,1/1/2006 0:28:31,Alta,840928116,84092,P,PO BOX
324,840928117,18003,18003,1/1/2006 0:28:31,Alta,840928117,84092,P,PO BOX
325,840928118,18003,18003,1/1/2006 0:28:31,Alta,840928118,84092,P,PO BOX
326,840928119,18003,18003,1/1/2006 0:28:31,Alta,840928119,84092,P,PO BOX
327,840928120,18003,18003,1/1/2006 0:28:31,Alta,840928120,84092,P,PO BOX
328,840928121,18003,18003,1/1/2006 0:28:31,Alta,840928121,84092,P,PO BOX
329,840928122,18003,18003,1/1/2006 0:28:31,Alta,840928122,84092,P,PO BOX
330,840928123,18003,18003,1/1/2006 0:28:31,Alta,840928123,84092,P,PO BOX
331,840928124,18003,18003,1/1/2006 0:28:31,Alta,840928124,84092,P,PO BOX
332,840928125,18003,18003,1/1/2006 0:28:31,Alta,840928125,84092,P,PO BOX
333,840928126,18003,18003,1/1/2006 0:28:31,Alta,840928126,84092,P,PO BOX
334,840928127,18003,18003,1/1/2006 0:28:31,Alta,840928127,84092,P,PO BOX
335,840928128,18003,18003,1/1/2006 0:28:31,Alta,840928128,84092,P,PO BOX
336,840928129,18003,18003,1/1/2006 0:28:31,Alta,840928129,84092,P,PO BOX
337,840928130,18003,18003,1/1/2006 0:28:31,Alta,840928130,84092,P,PO BOX
338,840928131,18003,18003,1/1/2006 0:28:31,Alta,840928131,84092,P,PO BOX
339,840928132,18003,18003,1/1/2006 0:28:31,Alta,840928132,84092,P,PO BOX
340,840928133,18003,18003,1/1/2006 0:28:31,Alta,840928133,84092,P,PO BOX
341,840928134,18003,18003,1/1/2006 0:28:31,Alta,840928134,84092,P,PO BOX
342,840928135,18003,18003,1/1/2006 0:28:31,Alta,840928135,84092,P,PO BOX
343,840928136,18003,18003,1/1/2006 0:28:31,Alta,840928136,84092,P,PO BOX
344,840928137,18003,18003,1/1/2006 0:28:31,Alta,840928137,84092,P,PO BOX
345,840928138,18003,18003,1/1/2006 0:28:31,Alta,840928138,84092,P,PO BOX
346,840928139,18003,18003,1/1/2006 0:28:31,Alta,840928139,84092,P,PO BOX
347,840928140,18003,18003,1/1/2006 0:28:31,Alta,840928140,84092,P,PO BOX
348,840928141,18003,18003,1/1/2006 0:28:31,Alta,840928141,84092,P,PO BOX
349,840928142,18003,18003,1/1/2006 0:28:31,Alta,840928142,84092,P,PO BOX
914,847161302,9002,9002,1/1/1980 0:00:00,Boulder,847161302,84716,P,PO BOX
915,847161303,9002,9002,1/1/1980 0:00:00,Boulder,847161303,84716,P,PO BOX
916,847161304,9002,9002,1/1/2006 0:28:31,Boulder,847161304,84716,P,PO BOX
917,847161305,9002,9002,1/1/2006 0:28:31,Boulder,847161305,84716,P,PO BOX
918,847161306,9002,9002,1/1/2006 0:28:31,Boulder,847161306,84716,P,PO BOX
919,847161307,9002,9002,1/1/2006 0:28:31,Boulder,847161307,84716,P,PO BOX
920,847161308,9002,9002,1/1/2006 0:28:31,Boulder,847161308,84716,P,PO BOX
921,847161309,9002,9002,1/1/2006 0:28:31,Boulder,847161309,84716,P,PO BOX
922,847161310,9002,9002,1/1/2006 0:28:31,Boulder,847161310,84716,P,PO BOX
923,847161311,9002,9002,1/1/2006 0:28:31,Boulder,847161311,84716,P,PO BOX
924,847161312,9002,9002,1/1/2006 0:28:31,Boulder,847161312,84716,P,PO BOX
1019,847640001,9003,9003,11/15/2011 0:00:00,Bryce Canyon,847640001,84764,P,PO BOX
1134,847412001,13010,13010,3/16/2009 0:00:00,Big Water,847412001,84741,P,PO BOX
1135,847412002,13010,13010,3/16/2009 0:00:00,Big Water,847412002,84741,P,PO BOX
1136,847412003,13010,13010,3/16/2009 0:00:00,Big Water,847412003,84741,P,PO BOX
1137,847412004,13010,13010,3/16/2009 0:00:00,Big Water,847412004,84741,P,PO BOX
1138,847412005,13010,13010,3/16/2009 0:00:00,Big Water,847412005,84741,P,PO BOX
1139,847412006,13010,13010,3/16/2009 0:00:00,Big Water,847412006,84741,P,PO BOX
1140,847412007,13010,13010,3/16/2009 0:00:00,Big Water,847412007,84741,P,PO BOX
1141,847412008,13010,13010,3/16/2009 0:00:00,Big Water,847412008,84741,P,PO BOX
1142,847412009,13010,13010,3/16/2009 0:00:00,Big Water,847412009,84741,P,PO BOX
1143,847412010,13010,13010,3/16/2009 0:00:00,Big Water,847412010,84741,P,PO BOX
1144,847412011,13010,13010,3/16/2009 0:00:00,Big Water,847412011,84741,P,PO BOX
1145,847412012,13010,13010,3/16/2009 0:00:00,Big Water,847412012,84741,P,PO BOX
1146,847412013,13010,13010,3/16/2009 0:00:00,Big Water,847412013,84741,P,PO BOX
1147,847412014,13010,13010,3/16/2009 0:00:00,Big Water,847412014,84741,P,PO BOX
1148,847412015,13010,13010,3/16/2009 0:00:00,Big Water,847412015,84741,P,PO BOX
1149,847412016,13010,13010,3/16/2009 0:00:00,Big Water,847412016,84741,P,PO BOX
1150,847412017,13010,13010,3/16/2009 0:00:00,Big Water,847412017,84741,P,PO BOX
1151,847412018,13010,13010,3/16/2009 0:00:00,Big Water,847412018,84741,P,PO BOX
1152,847412019,13010,13010,3/16/2009 0:00:00,Big Water,847412019,84741,P,PO BOX
1153,847412020,13010,13010,3/16/2009 0:00:00,Big Water,847412020,84741,P,PO BOX
1154,847412021,13010,13010,3/16/2009 0:00:00,Big Water,847412021,84741,P,PO BOX
1155,847412022,13010,13010,3/16/2009 0:00:00,Big Water,847412022,84741,P,PO BOX
1156,847412023,13010,13010,3/16/2009 0:00:00,Big Water,847412023,84741,P,PO BOX
1157,847412024,13010,13010,3/16/2009 0:00:00,Big Water,847412024,84741,P,PO BOX
1158,847412025,13010,13010,3/16/2009 0:00:00,Big Water,847412025,84741,P,PO BOX
1159,847412026,13010,13010,3/16/2009 0:00:00,Big Water,847412026,84741,P,PO BOX
1160,847412027,13010,13010,3/16/2009 0:00:00,Big Water,847412027,84741,P,PO BOX
1161,847412028,13010,13010,3/16/2009 0:00:00,Big Water,847412028,84741,P,PO BOX
1162,847412029,13010,13010,3/16/2009 0:00:00,Big Water,847412029,84741,P,PO BOX
1163,847412030,13010,13010,3/16/2009 0:00:00,Big Water,847412030,84741,P,PO BOX
1164,847412031,13010,13010,3/16/2009 0:00:00,Big Water,847412031,84741,P,PO BOX
1165,847412032,13010,13010,3/16/2009 0:00:00,Big Water,847412032,84741,P,PO BOX
1166,847412033,13010,13010,3/16/2009 0:00:00,Big Water,847412033,84741,P,PO BOX
1167,847412034,13010,13010,3/16/2009 0:00:00,Big Water,847412034,84741,P,PO BOX
1168,847412035,13010,13010,3/16/2009 0:00:00,Big Water,847412035,84741,P,PO BOX
1169,847412036,13010,13010,3/16/2009 0:00:00,Big Water,847412036,84741,P,PO BOX
1170,847412037,13010,13010,3/16/2009 0:00:00,Big Water,847412037,84741,P,PO BOX
1171,847412038,13010,13010,3/16/2009 0:00:00,Big Water,847412038,84741,P,PO BOX
1172,847412039,13010,13010,3/16/2009 0:00:00,Big Water,847412039,84741,P,PO BOX
1173,847412040,13010,13010,3/16/2009 0:00:00,Big Water,847412040,84741,P,PO BOX
1174,847412041,13010,13010,3/16/2009 0:00:00,Big Water,847412041,84741,P,PO BOX
1175,847412042,13010,13010,3/16/2009 0:00:00,Big Water,847412042,84741,P,PO BOX
1176,847412043,13010,13010,3/16/2009 0:00:00,Big Water,847412043,84741,P,PO BOX
1177,847412044,13010,13010,3/16/2009 0:00:00,Big Water,847412044,84741,P,PO BOX
1178,847412045,13010,13010,3/16/2009 0:00:00,Big Water,847412045,84741,P,PO BOX
1179,847412046,13010,13010,3/16/2009 0:00:00,Big Water,847412046,84741,P,PO BOX
1180,847412047,13010,13010,3/16/2009 0:00:00,Big Water,847412047,84741,P,PO BOX
1181,847412048,13010,13010,3/16/2009 0:00:00,Big Water,847412048,84741,P,PO BOX
1182,847412049,13010,13010,3/16/2009 0:00:00,Big Water,847412049,84741,P,PO BOX
1183,847412050,13010,13010,3/16/2009 0:00:00,Big Water,847412050,84741,P,PO BOX
1184,847412051,13010,13010,3/16/2009 0:00:00,Big Water,847412051,84741,P,PO BOX
1185,847412052,13010,13010,3/16/2009 0:00:00,Big Water,847412052,84741,P,PO BOX
1186,847412053,13010,13010,3/16/2009 0:00:00,Big Water,847412053,84741,P,PO BOX
1187,847412054,13010,13010,3/16/2009 0:00:00,Big Water,847412054,84741,P,PO BOX
1188,847412055,13010,13010,3/16/2009 0:00:00,Big Water,847412055,84741,P,PO BOX
1189,847412056,13010,13010,3/16/2009 0:00:00,Big Water,847412056,84741,P,PO BOX
1190,847412057,13010,13010,3/16/2009 0:00:00,Big Water,847412057,84741,P,PO BOX
1191,847412058,13010,13010,3/16/2009 0:00:00,Big Water,847412058,84741,P,PO BOX
1192,847412059,13010,13010,3/16/2009 0:00:00,Big Water,847412059,84741,P,PO BOX
1193,847412060,13010,13010,3/16/2009 0:00:00,Big Water,847412060,84741,P,PO BOX
1194,847412061,13010,13010,3/16/2009 0:00:00,Big Water,847412061,84741,P,PO BOX
1195,847412062,13010,13010,3/16/2009 0:00:00,Big Water,847412062,84741,P,PO BOX
1196,847412063,13010,13010,3/16/2009 0:00:00,Big Water,847412063,84741,P,PO BOX
1197,847412064,13010,13010,3/16/2009 0:00:00,Big Water,847412064,84741,P,PO BOX
1198,847412065,13010,13010,3/16/2009 0:00:00,Big Water,847412065,84741,P,PO BOX
1199,847412066,13010,13010,3/16/2009 0:00:00,Big Water,847412066,84741,P,PO BOX
1200,847412067,13010,13010,3/16/2009 0:00:00,Big Water,847412067,84741,P,PO BOX
1201,847412068,13010,13010,3/16/2009 0:00:00,Big Water,847412068,84741,P,PO BOX
1202,847412069,13010,13010,3/16/2009 0:00:00,Big Water,847412069,84741,P,PO BOX
1203,847412070,13010,13010,3/16/2009 0:00:00,Big Water,847412070,84741,P,PO BOX
1204,847412071,13010,13010,3/16/2009 0:00:00,Big Water,847412071,84741,P,PO BOX
1205,847412072,13010,13010,3/16/2009 0:00:00,Big Water,847412072,84741,P,PO BOX
1206,847412073,13010,13010,3/16/2009 0:00:00,Big Water,847412073,84741,P,PO BOX
1207,847412074,13010,13010,3/16/2009 0:00:00,Big Water,847412074,84741,P,PO BOX
1208,847412075,13010,13010,3/16/2009 0:00:00,Big Water,847412075,84741,P,PO BOX
1209,847412076,13010,13010,3/16/2009 0:00:00,Big Water,847412076,84741,P,PO BOX
1210,847412077,13010,13010,3/16/2009 0:00:00,Big Water,847412077,84741,P,PO BOX
1211,847412078,13010,13010,3/16/2009 0:00:00,Big Water,847412078,84741,P,PO BOX
1212,847412079,13010,13010,3/16/2009 0:00:00,Big Water,847412079,84741,P,PO BOX
1213,847412080,13010,13010,3/16/2009 0:00:00,Big Water,847412080,84741,P,PO BOX
1214,847412081,13010,13010,3/16/2009 0:00:00,Big Water,847412081,84741,P,PO BOX
1215,847412082,13010,13010,3/16/2009 0:00:00,Big Water,847412082,84741,P,PO BOX
1216,847412083,13010,13010,3/16/2009 0:00:00,Big Water,847412083,84741,P,PO BOX
1217,847412084,13010,13010,3/16/2009 0:00:00,Big Water,847412084,84741,P,PO BOX
1218,847412085,13010,13010,3/16/2009 0:00:00,Big Water,847412085,84741,P,PO BOX
1219,847412086,13010,13010,3/16/2009 0:00:00,Big Water,847412086,84741,P,PO BOX
1220,847412087,13010,13010,3/16/2009 0:00:00,Big Water,847412087,84741,P,PO BOX
1221,847412088,13010,13010,3/16/2009 0:00:00,Big Water,847412088,84741,P,PO BOX
1222,847412089,13010,13010,3/16/2009 0:00:00,Big Water,847412089,84741,P,PO BOX
1223,847412090,13010,13010,3/16/2009 0:00:00,Big Water,847412090,84741,P,PO BOX
1224,847412091,13010,13010,3/16/2009 0:00:00,Big Water,847412091,84741,P,PO BOX
1225,847412092,13010,13010,3/16/2009 0:00:00,Big Water,847412092,84741,P,PO BOX
1226,847412093,13010,13010,3/16/2009 0:00:00,Big Water,847412093,84741,P,PO BOX
1227,847412094,13010,13010,3/16/2009 0:00:00,Big Water,847412094,84741,P,PO BOX
1228,847412095,13010,13010,3/16/2009 0:00:00,Big Water,847412095,84741,P,PO BOX
1229,847412096,13010,13010,3/16/2009 0:00:00,Big Water,847412096,84741,P,PO BOX
1230,847412097,13010,13010,3/16/2009 0:00:00,Big Water,847412097,84741,P,PO BOX
1231,847412098,13010,13010,3/16/2009 0:00:00,Big Water,847412098,84741,P,PO BOX
1232,847412099,13010,13010,3/16/2009 0:00:00,Big Water,847412099,84741,P,PO BOX
1233,847412100,13010,13010,3/16/2009 0:00:00,Big Water,847412100,84741,P,PO BOX
1234,847412101,13010,13010,3/16/2009 0:00:00,Big Water,847412101,84741,P,PO BOX
1235,847412102,13010,13010,3/16/2009 0:00:00,Big Water,847412102,84741,P,PO BOX
1236,847412103,13010,13010,3/16/2009 0:00:00,Big Water,847412103,84741,P,PO BOX
1237,847412104,13010,13010,3/16/2009 0:00:00,Big Water,847412104,84741,P,PO BOX
1238,847412105,13010,13010,3/16/2009 0:00:00,Big Water,847412105,84741,P,PO BOX
1239,847412106,13010,13010,3/16/2009 0:00:00,Big Water,847412106,84741,P,PO BOX
1240,847412107,13010,13010,3/16/2009 0:00:00,Big Water,847412107,84741,P,PO BOX
1241,847412108,13010,13010,3/16/2009 0:00:00,Big Water,847412108,84741,P,PO BOX
1242,847412109,13010,13010,3/16/2009 0:00:00,Big Water,847412109,84741,P,PO BOX
1243,847412110,13010,13010,3/16/2009 0:00:00,Big Water,847412110,84741,P,PO BOX
1244,847412111,13010,13010,3/16/2009 0:00:00,Big Water,847412111,84741,P,PO BOX
1245,847412112,13010,13010,3/16/2009 0:00:00,Big Water,847412112,84741,P,PO BOX
1246,847412113,13010,13010,3/16/2009 0:00:00,Big Water,847412113,84741,P,PO BOX
1247,847412114,13010,13010,3/16/2009 0:00:00,Big Water,847412114,84741,P,PO BOX
1248,847412115,13010,13010,3/16/2009 0:00:00,Big Water,847412115,84741,P,PO BOX
1249,847412116,13010,13010,3/16/2009 0:00:00,Big Water,847412116,84741,P,PO BOX
1250,847412117,13010,13010,3/16/2009 0:00:00,Big Water,847412117,84741,P,PO BOX
1251,847412118,13010,13010,3/16/2009 0:00:00,Big Water,847412118,84741,P,PO BOX
1252,847412119,13010,13010,3/16/2009 0:00:00,Big Water,847412119,84741,P,PO BOX
1253,847412120,13010,13010,3/16/2009 0:00:00,Big Water,847412120,84741,P,PO BOX
1254,847412121,13010,13010,3/16/2009 0:00:00,Big Water,847412121,84741,P,PO BOX
1255,847412122,13010,13010,3/16/2009 0:00:00,Big Water,847412122,84741,P,PO BOX
1256,847412123,13010,13010,3/16/2009 0:00:00,Big Water,847412123,84741,P,PO BOX
1257,847412124,13010,13010,3/16/2009 0:00:00,Big Water,847412124,84741,P,PO BOX
1258,847412125,13010,13010,3/16/2009 0:00:00,Big Water,847412125,84741,P,PO BOX
1259,847412126,13010,13010,3/16/2009 0:00:00,Big Water,847412126,84741,P,PO BOX
1260,847412127,13010,13010,3/16/2009 0:00:00,Big Water,847412127,84741,P,PO BOX
1261,847412128,13010,13010,3/16/2009 0:00:00,Big Water,847412128,84741,P,PO BOX
1262,847412129,13010,13010,3/16/2009 0:00:00,Big Water,847412129,84741,P,PO BOX
1263,847412130,13010,13010,3/16/2009 0:00:00,Big Water,847412130,84741,P,PO BOX
1264,847412131,13010,13010,3/16/2009 0:00:00,Big Water,847412131,84741,P,PO BOX
1265,847412132,13010,13010,3/16/2009 0:00:00,Big Water,847412132,84741,P,PO BOX
1266,847412133,13010,13010,3/16/2009 0:00:00,Big Water,847412133,84741,P,PO BOX
1267,847412134,13010,13010,3/16/2009 0:00:00,Big Water,847412134,84741,P,PO BOX
1268,847412141,13010,13010,3/16/2009 0:00:00,Big Water,847412141,84741,P,PO BOX
1269,847412142,13010,13010,3/16/2009 0:00:00,Big Water,847412142,84741,P,PO BOX
1270,847412143,13010,13010,3/16/2009 0:00:00,Big Water,847412143,84741,P,PO BOX
1271,847412144,13010,13010,3/16/2009 0:00:00,Big Water,847412144,84741,P,PO BOX
1272,847412151,13010,13010,3/16/2009 0:00:00,Big Water,847412151,84741,P,PO BOX
1273,847412152,13010,13010,3/16/2009 0:00:00,Big Water,847412152,84741,P,PO BOX
1274,847412153,13010,13010,3/16/2009 0:00:00,Big Water,847412153,84741,P,PO BOX
1275,847412154,13010,13010,3/16/2009 0:00:00,Big Water,847412154,84741,P,PO BOX
1276,847412155,13010,13010,3/16/2009 0:00:00,Big Water,847412155,84741,P,PO BOX
1277,847412156,13010,13010,3/16/2009 0:00:00,Big Water,847412156,84741,P,PO BOX
1278,847412157,13010,13010,3/16/2009 0:00:00,Big Water,847412157,84741,P,PO BOX
1279,847412158,13010,13010,3/16/2009 0:00:00,Big Water,847412158,84741,P,PO BOX
1280,847412159,13010,13010,3/16/2009 0:00:00,Big Water,847412159,84741,P,PO BOX
1281,847412160,13010,13010,3/16/2009 0:00:00,Big Water,847412160,84741,P,PO BOX
1282,847412161,13010,13010,3/16/2009 0:00:00,Big Water,847412161,84741,P,PO BOX
1283,847412162,13010,13010,3/16/2009 0:00:00,Big Water,847412162,84741,P,PO BOX
1284,847412163,13010,13010,3/16/2009 0:00:00,Big Water,847412163,84741,P,PO BOX
1285,847412164,13010,13010,3/16/2009 0:00:00,Big Water,847412164,84741,P,PO BOX
1286,847412171,13010,13010,3/16/2009 0:00:00,Big Water,847412171,84741,P,PO BOX
1287,847412172,13010,13010,3/16/2009 0:00:00,Big Water,847412172,84741,P,PO BOX
1288,847412173,13010,13010,3/16/2009 0:00:00,Big Water,847412173,84741,P,PO BOX
1289,847412174,13010,13010,3/16/2009 0:00:00,Big Water,847412174,84741,P,PO BOX
1290,847412181,13010,13010,3/16/2009 0:00:00,Big Water,847412181,84741,P,PO BOX
1291,847412182,13010,13010,3/16/2009 0:00:00,Big Water,847412182,84741,P,PO BOX
1292,847412183,13010,13010,3/16/2009 0:00:00,Big Water,847412183,84741,P,PO BOX
1293,847412184,13010,13010,3/16/2009 0:00:00,Big Water,847412184,84741,P,PO BOX
1294,847412185,13010,13010,3/16/2009 0:00:00,Big Water,847412185,84741,P,PO BOX
1295,847412186,13010,13010,3/16/2009 0:00:00,Big Water,847412186,84741,P,PO BOX
1296,847412187,13010,13010,3/16/2009 0:00:00,Big Water,847412187,84741,P,PO BOX
1297,847412188,13010,13010,3/16/2009 0:00:00,Big Water,847412188,84741,P,PO BOX
1298,847412189,13010,13010,3/16/2009 0:00:00,Big Water,847412189,84741,P,PO BOX
1299,847412190,13010,13010,3/16/2009 0:00:00,Big Water,847412190,84741,P,PO BOX
1300,847412191,13010,13010,3/16/2009 0:00:00,Big Water,847412191,84741,P,PO BOX
1301,847412192,13010,13010,3/16/2009 0:00:00,Big Water,847412192,84741,P,PO BOX
1302,847412193,13010,13010,3/16/2009 0:00:00,Big Water,847412193,84741,P,PO BOX
1303,847412194,13010,13010,3/16/2009 0:00:00,Big Water,847412194,84741,P,PO BOX
1304,847412195,13010,13010,3/16/2009 0:00:00,Big Water,847412195,84741,P,PO BOX
1305,847412196,13010,13010,3/16/2009 0:00:00,Big Water,847412196,84741,P,PO BOX
1306,847412197,13010,13010,3/16/2009 0:00:00,Big Water,847412197,84741,P,PO BOX
1307,847412198,13010,13010,3/16/2009 0:00:00,Big Water,847412198,84741,P,PO BOX
1308,847412199,13010,13010,3/16/2009 0:00:00,Big Water,847412199,84741,P,PO BOX
1309,847412200,13010,13010,3/16/2009 0:00:00,Big Water,847412200,84741,P,PO BOX
1310,847412201,13010,13010,3/16/2009 0:00:00,Big Water,847412201,84741,P,PO BOX
1311,847412202,13010,13010,3/16/2009 0:00:00,Big Water,847412202,84741,P,PO BOX
1312,847412203,13010,13010,3/16/2009 0:00:00,Big Water,847412203,84741,P,PO BOX
1313,847412204,13010,13010,3/16/2009 0:00:00,Big Water,847412204,84741,P,PO BOX
1314,847412205,13010,13010,3/16/2009 0:00:00,Big Water,847412205,84741,P,PO BOX
1315,847412206,13010,13010,3/16/2009 0:00:00,Big Water,847412206,84741,P,PO BOX
1316,847412207,13010,13010,3/16/2009 0:00:00,Big Water,847412207,84741,P,PO BOX
1317,847412208,13010,13010,3/16/2009 0:00:00,Big Water,847412208,84741,P,PO BOX
1318,847412209,13010,13010,3/16/2009 0:00:00,Big Water,847412209,84741,P,PO BOX
1319,847412210,13010,13010,3/16/2009 0:00:00,Big Water,847412210,84741,P,PO BOX
1320,847412211,13010,13010,3/16/2009 0:00:00,Big Water,847412211,84741,P,PO BOX
1321,847412212,13010,13010,3/16/2009 0:00:00,Big Water,847412212,84741,P,PO BOX
1322,847412213,13010,13010,3/16/2009 0:00:00,Big Water,847412213,84741,P,PO BOX
1323,847412214,13010,13010,3/16/2009 0:00:00,Big Water,847412214,84741,P,PO BOX
1324,847412215,13010,13010,3/16/2009 0:00:00,Big Water,847412215,84741,P,PO BOX
1325,847412216,13010,13010,3/16/2009 0:00:00,Big Water,847412216,84741,P,PO BOX
1326,847412217,13010,13010,3/16/2009 0:00:00,Big Water,847412217,84741,P,PO BOX
1327,847412218,13010,13010,3/16/2009 0:00:00,Big Water,847412218,84741,P,PO BOX
1328,847412219,13010,13010,3/16/2009 0:00:00,Big Water,847412219,84741,P,PO BOX
1329,847412220,13010,13010,3/16/2009 0:00:00,Big Water,847412220,84741,P,PO BOX
1330,847412221,13010,13010,3/16/2009 0:00:00,Big Water,847412221,84741,P,PO BOX
1331,847412222,13010,13010,3/16/2009 0:00:00,Big Water,847412222,84741,P,PO BOX
1332,847412223,13010,13010,3/16/2009 0:00:00,Big Water,847412223,84741,P,PO BOX
1333,847412224,13010,13010,3/16/2009 0:00:00,Big Water,847412224,84741,P,PO BOX
1334,847412225,13010,13010,3/16/2009 0:00:00,Big Water,847412225,84741,P,PO BOX
1335,847412226,13010,13010,3/16/2009 0:00:00,Big Water,847412226,84741,P,PO BOX
1336,847412227,13010,13010,3/16/2009 0:00:00,Big Water,847412227,84741,P,PO BOX
1337,847412228,13010,13010,3/16/2009 0:00:00,Big Water,847412228,84741,P,PO BOX
1338,847412229,13010,13010,3/16/2009 0:00:00,Big Water,847412229,84741,P,PO BOX
1339,847412230,13010,13010,3/16/2009 0:00:00,Big Water,847412230,84741,P,PO BOX
1340,847412231,13010,13010,3/16/2009 0:00:00,Big Water,847412231,84741,P,PO BOX
1341,847412232,13010,13010,3/16/2009 0:00:00,Big Water,847412232,84741,P,PO BOX
1342,847412233,13010,13010,3/16/2009 0:00:00,Big Water,847412233,84741,P,PO BOX
1343,847412234,13010,13010,3/16/2009 0:00:00,Big Water,847412234,84741,P,PO BOX
1344,847412235,13010,13010,3/16/2009 0:00:00,Big Water,847412235,84741,P,PO BOX
1345,847412236,13010,13010,3/16/2009 0:00:00,Big Water,847412236,84741,P,PO BOX
1346,847412237,13010,13010,3/16/2009 0:00:00,Big Water,847412237,84741,P,PO BOX
1347,847412238,13010,13010,3/16/2009 0:00:00,Big Water,847412238,84741,P,PO BOX
1348,847412239,13010,13010,3/16/2009 0:00:00,Big Water,847412239,84741,P,PO BOX
1349,847412240,13010,13010,3/16/2009 0:00:00,Big Water,847412240,84741,P,PO BOX
1350,847412241,13010,13010,3/16/2009 0:00:00,Big Water,847412241,84741,P,PO BOX
1351,847412242,13010,13010,3/16/2009 0:00:00,Big Water,847412242,84741,P,PO BOX
1352,847412243,13010,13010,3/16/2009 0:00:00,Big Water,847412243,84741,P,PO BOX
1353,847412244,13010,13010,3/16/2009 0:00:00,Big Water,847412244,84741,P,PO BOX
1354,847412245,13010,13010,3/16/2009 0:00:00,Big Water,847412245,84741,P,PO BOX
1355,847412246,13010,13010,3/16/2009 0:00:00,Big Water,847412246,84741,P,PO BOX
1356,847412247,13010,13010,3/16/2009 0:00:00,Big Water,847412247,84741,P,PO BOX
1357,847412248,13010,13010,3/16/2009 0:00:00,Big Water,847412248,84741,P,PO BOX
1358,847412249,13010,13010,3/16/2009 0:00:00,Big Water,847412249,84741,P,PO BOX
1359,847412250,13010,13010,3/16/2009 0:00:00,Big Water,847412240,84741,P,PO BOX
1360,847412251,13010,13010,3/16/2009 0:00:00,Big Water,847412251,84741,P,PO BOX
1361,847412252,13010,13010,3/16/2009 0:00:00,Big Water,847412252,84741,P,PO BOX
1362,847412253,13010,13010,3/16/2009 0:00:00,Big Water,847412253,84741,P,PO BOX
1363,847412254,13010,13010,3/16/2009 0:00:00,Big Water,847412254,84741,P,PO BOX
1364,847412255,13010,13010,3/16/2009 0:00:00,Big Water,847412255,84741,P,PO BOX
1365,847412256,13010,13010,3/16/2009 0:00:00,Big Water,847412256,84741,P,PO BOX
1366,847412257,13010,13010,3/16/2009 0:00:00,Big Water,847412257,84741,P,PO BOX
1367,847412258,13010,13010,3/16/2009 0:00:00,Big Water,847412258,84741,P,PO BOX
1368,847412259,13010,13010,3/16/2009 0:00:00,Big Water,847412259,84741,P,PO BOX
1369,847412260,13010,13010,3/16/2009 0:00:00,Big Water,847412260,84741,P,PO BOX
1370,847412261,13010,13010,3/16/2009 0:00:00,Big Water,847412261,84741,P,PO BOX
1371,847412262,13010,13010,3/16/2009 0:00:00,Big Water,847412262,84741,P,PO BOX
1372,847412263,13010,13010,3/16/2009 0:00:00,Big Water,847412263,84741,P,PO BOX
1373,847412264,13010,13010,3/16/2009 0:00:00,Big Water,847412264,84741,P,PO BOX
1374,847412265,13010,13010,3/16/2009 0:00:00,Big Water,847412265,84741,P,PO BOX
1375,847412266,13010,13010,3/16/2009 0:00:00,Big Water,847412266,84741,P,PO BOX
1376,847412267,13010,13010,3/16/2009 0:00:00,Big Water,847412267,84741,P,PO BOX
1377,847412268,13010,13010,3/16/2009 0:00:00,Big Water,847412268,84741,P,PO BOX
1378,847412269,13010,13010,3/16/2009 0:00:00,Big Water,847412269,84741,P,PO BOX
1379,847412270,13010,13010,3/16/2009 0:00:00,Big Water,847412270,84741,P,PO BOX
1380,847412271,13010,13010,3/16/2009 0:00:00,Big Water,847412271,84741,P,PO BOX
1381,847412272,13010,13010,3/16/2009 0:00:00,Big Water,847412272,84741,P,PO BOX
1382,847412273,13010,13010,3/16/2009 0:00:00,Big Water,847412273,84741,P,PO BOX
1383,847412274,13010,13010,3/16/2009 0:00:00,Big Water,847412274,84741,P,PO BOX
1384,847412275,13010,13010,3/16/2009 0:00:00,Big Water,847412275,84741,P,PO BOX
